run,Accuracy,Precision,Recall,F1,F2,F0.5,Average Precision
1,0.915153694049973,0.17793594306049823,0.9090909090909091,0.29761904761904767,0.499001996007984,0.21204410517387617,0.16355753946457138
2,0.9007729642279345,0.16310975609756098,0.9727272727272728,0.2793733681462141,0.48813868613138683,0.1956839795171909,0.1592005855723176
3,0.901312241596261,0.15756630265210608,0.9181818181818182,0.26897470039946736,0.46716003700277525,0.18885564697083024,0.14629234635827673
4,0.8934028401941398,0.14949201741654572,0.9363636363636364,0.2578222778473092,0.45615589016829056,0.17969295184926729,0.1412372028949212
5,0.9162322487866259,0.17399267399267399,0.8636363636363636,0.2896341463414634,0.4817444219066938,0.20706190061028773,0.15296278710803246
6,0.9050871831745461,0.15625,0.8636363636363636,0.2646239554317549,0.45324427480916024,0.18686073957513769,0.13763956865981403
7,0.915153694049973,0.18356643356643357,0.9545454545454546,0.30791788856304986,0.5187747035573123,0.2189324437030859,0.1761213003818367
8,0.901671759841812,0.16018662519440124,0.9363636363636364,0.2735723771580345,0.47553093259464463,0.19202087994034306,0.1512512447232768
9,0.8827970519503865,0.135752688172043,0.9181818181818182,0.23653395784543324,0.42652027027027023,0.16364225534672713,0.12626348215385516
10,0.9092216429983822,0.17028380634390652,0.9272727272727272,0.28772919605077574,0.49085659287776706,0.203511572226656,0.159337602501099
11,0.9156929714182995,0.18453427065026362,0.9545454545454546,0.3092783505154639,0.5203171456888008,0.22003352891869238,0.17704514487094722
12,0.8912457307208341,0.1459227467811159,0.9272727272727272,0.25216316440049447,0.4477611940298508,0.17549896765313147,0.13674825636105678
13,0.9014920007190365,0.15673981191222572,0.9090909090909091,0.26737967914438504,0.463821892393321,0.18782870022539444,0.14428832932977817
14,0.9088621247528312,0.17298187808896212,0.9545454545454546,0.29288702928870297,0.501432664756447,0.20685579196217496,0.16601786106243216
15,0.8987956138774043,0.15419847328244274,0.9181818181818182,0.26405228758169935,0.4611872146118721,0.18498168498168496,0.14320006666431312
16,0.920007190364911,0.1833648393194707,0.8818181818181818,0.30359937402190923,0.5005159958720331,0.2178796046720575,0.16403131781415997
17,0.906165737911199,0.16881028938906753,0.9545454545454546,0.28688524590163933,0.49435028248587576,0.20207852193995382,0.16203589003071459
18,0.9131763436994428,0.17900172117039587,0.9454545454545454,0.301013024602026,0.5093046033300686,0.2136400986031224,0.1703165456613908
19,0.8889088621247528,0.13817663817663817,0.8818181818181818,0.23891625615763543,0.4246935201401051,0.16620973269362577,0.12418354044275308
20,0.9000539277368327,0.15372670807453417,0.9,0.2625994694960212,0.45664206642066424,0.18428890543559195,0.14033138761761105
21,0.9018515189645875,0.15396825396825398,0.8818181818181818,0.2621621621621622,0.45327102803738323,0.18441064638783272,0.13810887436808705
22,0.892324285457487,0.1471861471861472,0.9272727272727272,0.25404732254047324,0.4501323918799647,0.17696044413601666,0.13791977310026762
23,0.9029300737012403,0.1608832807570978,0.9272727272727272,0.2741935483870968,0.47486033519553067,0.1927437641723356,0.1506207515024218
24,0.9038288693151177,0.15780998389694043,0.8909090909090909,0.26812585499316005,0.4618284637134779,0.1888974556669237,0.14275145876330725
25,0.901312241596261,0.1638591117917305,0.9727272727272728,0.2804718217562255,0.48947849954254347,0.19654665686994857,0.15992950429300973
