run,Accuracy,Precision,Recall,F1,F2,F0.5,Average Precision
1,0.9863383066690634,0.7931034482758621,0.41818181818181815,0.5476190476190476,0.4618473895582329,0.6725146198830408,0.3431660258639003
2,0.9856192701779616,0.7419354838709677,0.41818181818181815,0.5348837209302325,0.4581673306772908,0.6424581005586593,0.32176851347639907
3,0.9866978249146144,0.7307692307692307,0.5181818181818182,0.6063829787234042,0.5501930501930502,0.6753554502369667,0.38819856217842913
4,0.985439511055186,0.7164179104477612,0.43636363636363634,0.5423728813559321,0.4733727810650887,0.6349206349206349,0.32376379017110285
5,0.9850799928096351,0.7142857142857143,0.4090909090909091,0.5202312138728324,0.44731610337972166,0.6215469613259669,0.3038921351881985
6,0.985799029300737,0.7384615384615385,0.43636363636363634,0.5485714285714286,0.4752475247524752,0.6486486486486488,0.3333828278498421
7,0.9870573431601654,0.7878787878787878,0.4727272727272727,0.5909090909090909,0.5138339920948617,0.6951871657754011,0.3828778197545867
8,0.9838216789502067,0.6724137931034483,0.35454545454545455,0.4642857142857143,0.39156626506024095,0.5701754385964912,0.25116415163555444
9,0.985439511055186,0.6986301369863014,0.4636363636363636,0.5573770491803279,0.4970760233918129,0.6343283582089552,0.3345161244828567
10,0.9870573431601654,0.7638888888888888,0.5,0.6043956043956044,0.537109375,0.6909547738693467,0.3918311961970959
11,0.986518065791839,0.7966101694915254,0.42727272727272725,0.5562130177514792,0.47094188376753504,0.6791907514450867,0.35169462442668886
12,0.9872371022829408,0.782608695652174,0.4909090909090909,0.6033519553072626,0.5304518664047151,0.699481865284974,0.39425623419558503
13,0.986518065791839,0.7777777777777778,0.44545454545454544,0.5664739884393064,0.4870775347912525,0.6767955801104972,0.3574299529539508
14,0.985439511055186,0.6986301369863014,0.4636363636363636,0.5573770491803279,0.4970760233918129,0.6343283582089552,0.3345161244828567
15,0.985799029300737,0.7183098591549296,0.4636363636363636,0.56353591160221,0.4990215264187867,0.6472081218274112,0.34364035930649345
16,0.9859787884235125,0.7162162162162162,0.4818181818181818,0.576086956521739,0.5155642023346303,0.6527093596059113,0.35533226508419746
17,0.9863383066690634,0.7833333333333333,0.42727272727272725,0.5529411764705883,0.47,0.6714285714285715,0.34602179443182496
18,0.9849002336868596,0.6805555555555556,0.44545454545454544,0.5384615384615384,0.478515625,0.6155778894472361,0.31412187214587
19,0.9872371022829408,0.7468354430379747,0.5363636363636364,0.6243386243386243,0.5684007707129095,0.6924882629107981,0.40974308925464503
20,0.9843609563185332,0.6885245901639344,0.38181818181818183,0.4912280701754386,0.4191616766467066,0.5932203389830509,0.2751148275022349
21,0.9852597519324106,0.71875,0.41818181818181815,0.528735632183908,0.45634920634920634,0.628415300546448,0.31207276567581255
22,0.9875966205284918,0.8059701492537313,0.4909090909090909,0.6101694915254238,0.5325443786982248,0.7142857142857143,0.4057245841454405
23,0.9877763796512673,0.8,0.509090909090909,0.6222222222222221,0.5490196078431372,0.717948717948718,0.4169797199026032
24,0.985439511055186,0.704225352112676,0.45454545454545453,0.5524861878453038,0.4892367906066536,0.6345177664974618,0.33088798014501797
25,0.9872371022829408,0.7746478873239436,0.5,0.6077348066298343,0.538160469667319,0.6979695431472082,0.3972106954146233
