run,Accuracy,Precision,Recall,F1,F2,F0.5,Average Precision
1,0.9881358978968182,0.6692307692307692,0.7909090909090909,0.725,0.763157894736842,0.6904761904761905,0.5334351591245353
2,0.985439511055186,0.616,0.7,0.6553191489361703,0.6814159292035398,0.6311475409836065,0.43713205105159086
3,0.986518065791839,0.6277372262773723,0.7818181818181819,0.6963562753036437,0.7452339688041595,0.6534954407294833,0.49509059585437537
4,0.9850799928096351,0.6046511627906976,0.7090909090909091,0.6527196652719665,0.6854130052724078,0.6230031948881789,0.43450493463494644
5,0.9881358978968182,0.6746031746031746,0.7727272727272727,0.7203389830508475,0.7508833922261484,0.6921824104234527,0.5257782493536584
6,0.9874168614057164,0.6587301587301587,0.7545454545454545,0.7033898305084746,0.7332155477031802,0.6758957654723127,0.501895343356785
7,0.9895739708790221,0.7,0.8272727272727273,0.7583333333333333,0.7982456140350878,0.7222222222222223,0.5825063324236432
8,0.9883156570195938,0.6829268292682927,0.7636363636363637,0.721030042918455,0.7460035523978686,0.6976744186046512,0.5261814977243133
9,0.9886751752651447,0.7008547008547008,0.7454545454545455,0.722466960352423,0.7360861759425494,0.7093425605536333,0.5274885778930359
10,0.9884954161423692,0.6949152542372882,0.7454545454545455,0.7192982456140351,0.7347670250896057,0.7044673539518901,0.5230609904146011
11,0.9866978249146144,0.6285714285714286,0.8,0.7040000000000001,0.7586206896551725,0.6567164179104478,0.5068118435582035
12,0.9870573431601654,0.6266666666666667,0.8545454545454545,0.7230769230769231,0.7966101694915254,0.6619718309859155,0.5383912974795592
13,0.9838216789502067,0.5675675675675675,0.7636363636363637,0.6511627906976745,0.7142857142857142,0.5982905982905983,0.43808897060739593
14,0.985799029300737,0.6099290780141844,0.7818181818181819,0.6852589641434262,0.7401032702237523,0.6379821958456975,0.4811678617577012
15,0.9847204745640842,0.5850340136054422,0.7818181818181819,0.669260700389105,0.7325383304940376,0.6160458452722063,0.4617044477654118
16,0.9870573431601654,0.6319444444444444,0.8272727272727273,0.7165354330708661,0.779109589041096,0.663265306122449,0.5262058273731381
17,0.9845407154413086,0.5869565217391305,0.7363636363636363,0.653225806451613,0.7006920415224912,0.6117824773413897,0.4374264532956668
18,0.9881358978968182,0.6666666666666666,0.8,0.7272727272727272,0.7692307692307692,0.689655172413793,0.537288034034394
19,0.9872371022829408,0.6466165413533834,0.7818181818181819,0.7078189300411523,0.75043630017452,0.6697819314641744,0.5098507876410749
20,0.9879561387740428,0.656934306569343,0.8181818181818182,0.728744939271255,0.779896013864818,0.6838905775075987,0.5410868878304267
21,0.9834621607046558,0.5625,0.7363636363636363,0.6377952755905512,0.6934931506849314,0.5903790087463556,0.4194175600150344
22,0.9840014380729822,0.5686274509803921,0.7909090909090909,0.6615969581749049,0.7335581787521079,0.6024930747922437,0.4538670801446916
23,0.9888549343879202,0.6846153846153846,0.8090909090909091,0.7416666666666667,0.7807017543859649,0.7063492063492063,0.557691025494369
24,0.9874168614057164,0.6388888888888888,0.8363636363636363,0.7244094488188975,0.7876712328767123,0.6705539358600583,0.5375790985533929
25,0.9870573431601654,0.6484375,0.7545454545454545,0.6974789915966387,0.7306338028169014,0.6672025723472669,0.49412906449675614
