run,Accuracy,Precision,Recall,F1,F2,F0.5,Average Precision
1,0.9872371022829408,0.6756756756756757,0.6818181818181818,0.6787330316742081,0.6805807622504537,0.6768953068592057,0.46697952998510245
2,0.9888549343879202,0.6967213114754098,0.7727272727272727,0.7327586206896551,0.7562277580071175,0.7107023411371237,0.5428695369367491
3,0.9895739708790221,0.7363636363636363,0.7363636363636363,0.7363636363636363,0.7363636363636363,0.7363636363636363,0.5474444195191666
4,0.9888549343879202,0.7264150943396226,0.7,0.7129629629629629,0.7051282051282051,0.7209737827715356,0.5144226170893267
5,0.9890346935106956,0.7024793388429752,0.7727272727272727,0.735930735930736,0.7575757575757575,0.7154882154882154,0.5473189217207769
6,0.9886751752651447,0.7079646017699115,0.7272727272727273,0.7174887892376682,0.7233273056057866,0.7117437722419928,0.5202761204250183
7,0.9881358978968182,0.6896551724137931,0.7272727272727273,0.7079646017699116,0.7194244604316546,0.6968641114982579,0.5069601718023867
8,0.989933489124573,0.7410714285714286,0.7545454545454545,0.7477477477477477,0.7518115942028987,0.7437275985663084,0.5640255742370159
9,0.9890346935106956,0.7578947368421053,0.6545454545454545,0.702439024390244,0.6728971962616822,0.7346938775510204,0.5029074016893917
10,0.9888549343879202,0.7033898305084746,0.7545454545454545,0.7280701754385965,0.7437275985663082,0.7130584192439863,0.5355930956986052
11,0.9890346935106956,0.7289719626168224,0.7090909090909091,0.7188940092165899,0.7129798903107861,0.724907063197026,0.5226596836025622
12,0.990293007370124,0.7333333333333333,0.8,0.7652173913043478,0.7857142857142858,0.7457627118644068,0.5906213673677273
13,0.9868775840373899,0.6608695652173913,0.6909090909090909,0.6755555555555555,0.6846846846846846,0.6666666666666666,0.4627126006882003
14,0.985799029300737,0.6302521008403361,0.6818181818181818,0.6550218340611353,0.6708407871198568,0.6399317406143344,0.43600891077918913
15,0.9868775840373899,0.6666666666666666,0.6727272727272727,0.6696832579185521,0.6715063520871143,0.667870036101083,0.4549561769047658
16,0.9881358978968182,0.7037037037037037,0.6909090909090909,0.6972477064220184,0.6934306569343066,0.7011070110701108,0.4923070963696526
17,0.9888549343879202,0.7105263157894737,0.7363636363636363,0.7232142857142857,0.7310469314079422,0.715547703180212,0.5284187561872832
18,0.9897537300017976,0.7731958762886598,0.6818181818181818,0.7246376811594202,0.6983240223463687,0.753012048192771,0.5334705758575916
19,0.9868775840373899,0.6666666666666666,0.6727272727272727,0.6696832579185521,0.6715063520871143,0.667870036101083,0.4549561769047658
20,0.9863383066690634,0.6574074074074074,0.6454545454545455,0.6513761467889909,0.6478102189781023,0.6549815498154982,0.43133720511484314
21,0.9904727664928995,0.7714285714285715,0.7363636363636363,0.7534883720930233,0.7431192660550459,0.7641509433962265,0.573264962612437
22,0.9886751752651447,0.7117117117117117,0.7181818181818181,0.7149321266968325,0.7168784029038112,0.7129963898916968,0.5167109439444509
23,0.9895739708790221,0.7096774193548387,0.8,0.7521367521367521,0.7801418439716313,0.7260726072607261,0.5716966361849316
24,0.9872371022829408,0.672566371681416,0.6909090909090909,0.6816143497757847,0.6871609403254972,0.6761565836298932,0.4707940306087992
25,0.9881358978968182,0.7,0.7,0.7,0.7,0.7,0.4959320510515908
