run,Accuracy,Precision,Recall,F1,F2,F0.5,Average Precision
1,0.9897537300017976,0.8271604938271605,0.6090909090909091,0.7015706806282723,0.6429942418426103,0.7718894009216588,0.5115455794286162
2,0.986518065791839,0.7536231884057971,0.4727272727272727,0.5810055865921788,0.5108055009823183,0.6735751295336787,0.366684263640082
3,0.9893942117562466,0.7865168539325843,0.6363636363636364,0.7035175879396984,0.6616257088846881,0.7510729613733905,0.5077010901408455
4,0.9915513212295524,0.8387096774193549,0.7090909090909091,0.7684729064039408,0.7317073170731706,0.8091286307053942,0.6004736995534489
5,0.990293007370124,0.8783783783783784,0.5909090909090909,0.7065217391304349,0.632295719844358,0.8004926108374385,0.5271309295666657
6,0.9870573431601654,0.7567567567567568,0.509090909090909,0.608695652173913,0.5447470817120622,0.689655172413793,0.39496497788786117
7,0.9893942117562466,0.8148148148148148,0.6,0.6910994764397905,0.6333973128598848,0.76036866359447,0.49679829029100997
8,0.9879561387740428,0.7792207792207793,0.5454545454545454,0.6417112299465241,0.5802707930367504,0.7177033492822967,0.4340174720773809
9,0.9888549343879202,0.8,0.5818181818181818,0.6736842105263158,0.6153846153846153,0.7441860465116279,0.4737234651022176
10,0.9883156570195938,0.7647058823529411,0.5909090909090909,0.6666666666666667,0.6190476190476191,0.7222222222222222,0.45996081827890734
11,0.9874168614057164,0.7857142857142857,0.5,0.6111111111111112,0.5392156862745098,0.7051282051282052,0.4027438946097943
12,0.9879561387740428,0.7866666666666666,0.5363636363636364,0.6378378378378379,0.5728155339805826,0.7195121951219513,0.4311071092009435
13,0.9890346935106956,0.8181818181818182,0.5727272727272728,0.6737967914438503,0.609284332688588,0.7535885167464114,0.4770437200927617
14,0.989933489124573,0.8214285714285714,0.6272727272727273,0.7113402061855671,0.6583969465648855,0.7735426008968609,0.522629864293535
15,0.9877763796512673,0.7692307692307693,0.5454545454545454,0.6382978723404256,0.5791505791505791,0.7109004739336493,0.42856837571919365
16,0.9904727664928995,0.8433734939759037,0.6363636363636364,0.7253886010362693,0.6692160611854683,0.7918552036199094,0.5438825883502306
17,0.9908322847384505,0.8172043010752689,0.6909090909090909,0.7487684729064039,0.7129455909943715,0.7883817427385892,0.5707256909172794
18,0.9901132482473486,0.8160919540229885,0.6454545454545455,0.7208121827411168,0.6736242884250475,0.7751091703056768,0.5337608670212637
19,0.990293007370124,0.868421052631579,0.6,0.7096774193548387,0.6395348837209303,0.7971014492753622,0.5289620329810685
20,0.9888549343879202,0.8076923076923077,0.5727272727272728,0.6702127659574468,0.6081081081081081,0.7464454976303317,0.4710360913578602
21,0.990652525615675,0.8536585365853658,0.6363636363636364,0.7291666666666666,0.6704980842911878,0.7990867579908677,0.5504276154653429
22,0.9892144526334712,0.8048780487804879,0.6,0.6875,0.6321839080459769,0.7534246575342465,0.4908362306704138
23,0.9895739708790221,0.8095238095238095,0.6181818181818182,0.7010309278350516,0.648854961832061,0.7623318385650224,0.5079827835894707
24,0.9886751752651447,0.7974683544303798,0.5727272727272728,0.6666666666666667,0.6069364161849711,0.7394366197183099,0.4651805544896651
25,0.990293007370124,0.8589743589743589,0.6090909090909091,0.7127659574468086,0.6467181467181469,0.7938388625592417,0.5309231154728189
