run,Accuracy,Precision,Recall,F1,F2,F0.5,Average Precision
1,0.9849002336868596,0.6,0.7090909090909091,0.65,0.6842105263157896,0.6190476190476191,0.43120683738336085
2,0.9849002336868596,0.5942028985507246,0.7454545454545455,0.661290322580645,0.7093425605536332,0.6193353474320241,0.4479845070846173
3,0.9875966205284918,0.6564885496183206,0.7818181818181819,0.7136929460580913,0.7530647985989491,0.6782334384858043,0.5175689031936622
4,0.9838216789502067,0.5657894736842105,0.7818181818181819,0.6564885496183206,0.7263513513513514,0.5988857938718664,0.44665871655426703
5,0.9904727664928995,0.7394957983193278,0.8,0.7685589519650655,0.7871198568872988,0.7508532423208191,0.5955513393565228
6,0.9845407154413086,0.5845070422535211,0.7545454545454545,0.6587301587301587,0.7130584192439862,0.612094395280236,0.44589062819714026
7,0.986158547546288,0.6187050359712231,0.7818181818181819,0.6907630522088354,0.7426597582037997,0.6456456456456456,0.48802906525138595
8,0.9888549343879202,0.6904761904761905,0.7909090909090909,0.7372881355932204,0.7685512367491166,0.7084690553745929,0.5502383559277322
9,0.9863383066690634,0.6214285714285714,0.7909090909090909,0.696,0.75,0.6492537313432836,0.4956279663173425
10,0.986158547546288,0.6240601503759399,0.7545454545454545,0.6831275720164609,0.7242582897033158,0.6464174454828661,0.4757352461440562
11,0.9883156570195938,0.6717557251908397,0.8,0.7302904564315352,0.7705779334500877,0.694006309148265,0.5413592808537324
12,0.9875966205284918,0.6589147286821705,0.7727272727272727,0.7112970711297071,0.7469244288224954,0.6789137380191692,0.5136553593237915
13,0.9872371022829408,0.6535433070866141,0.7545454545454545,0.7004219409282699,0.7319223985890652,0.6715210355987054,0.4979816280257468
14,0.9870573431601654,0.6397058823529411,0.7909090909090909,0.7073170731707316,0.7552083333333333,0.665137614678899,0.5100836576847986
15,0.985439511055186,0.6090225563909775,0.7363636363636363,0.6666666666666667,0.706806282722513,0.6308411214953271,0.4536750788120269
16,0.9843609563185332,0.5851851851851851,0.7181818181818181,0.6448979591836734,0.6869565217391302,0.6076923076923076,0.42584189307540016
17,0.9870573431601654,0.6338028169014085,0.8181818181818182,0.7142857142857142,0.7731958762886598,0.6637168141592921,0.522161123556662
18,0.986158547546288,0.6187050359712231,0.7818181818181819,0.6907630522088354,0.7426597582037997,0.6456456456456456,0.48802906525138595
19,0.9866978249146144,0.6428571428571429,0.7363636363636363,0.6864406779661018,0.715547703180212,0.6596091205211727,0.47858963793711234
20,0.986518065791839,0.6296296296296297,0.7727272727272727,0.6938775510204083,0.7391304347826088,0.653846153846154,0.49102596460137354
21,0.9881358978968182,0.6692307692307692,0.7909090909090909,0.725,0.763157894736842,0.6904761904761905,0.5334351591245353
22,0.9859787884235125,0.6126760563380281,0.7909090909090909,0.6904761904761905,0.747422680412371,0.6415929203539822,0.4887055225639128
23,0.9859787884235125,0.6194029850746269,0.7545454545454545,0.680327868852459,0.7229965156794426,0.6424148606811146,0.4722212032348837
24,0.985439511055186,0.6090225563909775,0.7363636363636363,0.6666666666666667,0.706806282722513,0.6308411214953271,0.4536750788120269
25,0.9866978249146144,0.6343283582089553,0.7727272727272727,0.6967213114754099,0.740418118466899,0.6578947368421053,0.4946568003217615
