run,Accuracy,Precision,Recall,F1,F2,F0.5,Average Precision
1,0.9893942117562466,0.7383177570093458,0.7181818181818181,0.728110599078341,0.7221206581352833,0.7342007434944238,0.5358189219309336
2,0.9893942117562466,0.8,0.6181818181818182,0.6974358974358974,0.6476190476190475,0.7555555555555556,0.5020953377020247
3,0.9890346935106956,0.7378640776699029,0.6909090909090909,0.7136150234741784,0.6998158379373849,0.7279693486590038,0.5159088092917539
4,0.9904727664928995,0.8131868131868132,0.6727272727272727,0.7363184079601991,0.6967984934086628,0.780590717299578,0.5535242754728643
5,0.9886751752651447,0.7526881720430108,0.6363636363636364,0.689655172413793,0.6566604127579738,0.7261410788381744,0.48617374712020783
6,0.990652525615675,0.79,0.7181818181818181,0.7523809523809524,0.7314814814814815,0.7745098039215687,0.5729361691696763
7,0.9892144526334712,0.7906976744186046,0.6181818181818182,0.693877551020408,0.6463878326996197,0.7488986784140969,0.4963448091607985
8,0.9893942117562466,0.7383177570093458,0.7181818181818181,0.728110599078341,0.7221206581352833,0.7342007434944238,0.5358189219309336
9,0.9883156570195938,0.7368421052631579,0.6363636363636364,0.6829268292682926,0.6542056074766356,0.7142857142857143,0.47608988644211964
10,0.9881358978968182,0.7,0.7,0.7,0.7,0.7,0.4959320510515908
11,0.9886751752651447,0.7326732673267327,0.6727272727272727,0.7014218009478673,0.6839186691312383,0.7198443579766536,0.4993606173488102
12,0.990652525615675,0.7959183673469388,0.7090909090909091,0.75,0.724907063197026,0.7768924302788845,0.5701307705930084
13,0.9872371022829408,0.7096774193548387,0.6,0.6502463054187193,0.6191369606003753,0.6846473029045644,0.4337158530150244
14,0.9897537300017976,0.8192771084337349,0.6181818181818182,0.7046632124352331,0.650095602294455,0.7692307692307692,0.5140120956428791
15,0.989933489124573,0.7454545454545455,0.7454545454545455,0.7454545454545455,0.7454545454545455,0.7454545454545455,0.5607357347765565
16,0.9901132482473486,0.7722772277227723,0.7090909090909091,0.7393364928909952,0.7208872458410351,0.7587548638132295,0.5533670534049631
17,0.9888549343879202,0.75,0.6545454545454545,0.6990291262135923,0.6716417910447762,0.728744939271255,0.4977399375745592
18,0.991012043861226,0.8191489361702128,0.7,0.7549019607843137,0.7209737827715357,0.7921810699588478,0.5793363063707399
19,0.9901132482473486,0.7522935779816514,0.7454545454545455,0.7488584474885845,0.7468123861566485,0.7509157509157509,0.5658339226603991
20,0.9893942117562466,0.7575757575757576,0.6818181818181818,0.7177033492822965,0.6957328385899814,0.741106719367589,0.5228204949169765
21,0.9886751752651447,0.7155963302752294,0.7090909090909091,0.7123287671232876,0.7103825136612022,0.7142857142857143,0.5131751443057962
22,0.9886751752651447,0.7473684210526316,0.6454545454545455,0.6926829268292682,0.663551401869159,0.7244897959183674,0.48940295028585146
23,0.9892144526334712,0.7551020408163265,0.6727272727272727,0.7115384615384616,0.6877323420074348,0.737051792828685,0.5144490649690824
24,0.991012043861226,0.8191489361702128,0.7,0.7549019607843137,0.7209737827715357,0.7921810699588478,0.5793363063707399
25,0.9884954161423692,0.7053571428571429,0.7181818181818181,0.7117117117117118,0.7155797101449274,0.7078853046594982,0.5121472081307152
