run,Accuracy,Precision,Recall,F1,F2,F0.5,Average Precision
1,0.9879561387740428,0.7654320987654321,0.5636363636363636,0.6492146596858638,0.5950095969289827,0.7142857142857143,0.4400538026519211
2,0.990293007370124,0.8043478260869565,0.6727272727272727,0.7326732673267325,0.6954887218045114,0.7740585774058579,0.5475780477875062
3,0.9892144526334712,0.8125,0.5909090909090909,0.6842105263157896,0.6250000000000001,0.7558139534883721,0.4882027968885331
4,0.9886751752651447,0.873015873015873,0.5,0.6358381502890174,0.5467196819085488,0.7596685082872929,0.446394688260588
5,0.990293007370124,0.7978723404255319,0.6818181818181818,0.7352941176470587,0.702247191011236,0.771604938271605,0.5502954377690953
6,0.9904727664928995,0.8904109589041096,0.5909090909090909,0.7103825136612022,0.6335282651072125,0.8084577114427861,0.5342410907864159
7,0.990652525615675,0.881578947368421,0.6090909090909091,0.7204301075268817,0.6492248062015504,0.8091787439613527,0.544691364767384
8,0.9897537300017976,0.8271604938271605,0.6090909090909091,0.7015706806282723,0.6429942418426103,0.7718894009216588,0.5115455794286162
9,0.9884954161423692,0.859375,0.5,0.632183908045977,0.5456349206349206,0.7513661202185792,0.43957425175265147
10,0.9883156570195938,0.8260869565217391,0.5181818181818182,0.6368715083798883,0.5599214145383103,0.7383419689119171,0.4375904746138199
11,0.9893942117562466,0.8227848101265823,0.5909090909090909,0.6878306878306879,0.6262042389210021,0.7629107981220659,0.4942801846906044
12,0.9888549343879202,0.8157894736842105,0.5636363636363636,0.6666666666666666,0.6007751937984496,0.7487922705314008,0.46843705033341443
13,0.990652525615675,0.8918918918918919,0.6,0.7173913043478262,0.6420233463035021,0.8128078817733991,0.5430445365372563
14,0.9897537300017976,0.8045977011494253,0.6363636363636364,0.7106598984771573,0.6641366223908919,0.7641921397379913,0.5192070838242898
15,0.9895739708790221,0.8421052631578947,0.5818181818181818,0.6881720430107526,0.6201550387596899,0.7729468599033816,0.49822107275771993
16,0.9901132482473486,0.8767123287671232,0.5818181818181818,0.6994535519125683,0.6237816764132552,0.7960199004975124,0.5183560927485438
17,0.991012043861226,0.8409090909090909,0.6727272727272727,0.7474747474747475,0.7007575757575759,0.800865800865801,0.5721738077587603
18,0.9893942117562466,0.8311688311688312,0.5818181818181818,0.6844919786096256,0.6189555125725339,0.7655502392344499,0.4918580577822648
19,0.9888549343879202,0.8,0.5818181818181818,0.6736842105263158,0.6153846153846153,0.7441860465116279,0.4737234651022176
20,0.9895739708790221,0.8823529411764706,0.5454545454545454,0.6741573033707865,0.5905511811023623,0.7853403141361257,0.49027137859866704
21,0.989933489124573,0.8461538461538461,0.6,0.7021276595744681,0.637065637065637,0.7819905213270142,0.5156017090944288
22,0.9895739708790221,0.8170731707317073,0.6090909090909091,0.6979166666666666,0.6417624521072798,0.7648401826484018,0.5054014826341129
23,0.9895739708790221,0.7954545454545454,0.6363636363636364,0.7070707070707071,0.662878787878788,0.7575757575757576,0.5133887120184571
24,0.9886751752651447,0.7901234567901234,0.5818181818181818,0.6701570680628272,0.6142034548944337,0.7373271889400921,0.46797711268919845
25,0.9881358978968182,0.8055555555555556,0.5272727272727272,0.6373626373626373,0.56640625,0.728643216080402,0.4340949491317997
