run,f1_assignee_is_commiter,f2_timedif_issuecreation_and_commitcreation,f3_timedif_issueupdated_and_commitcreation,f4_timedif_issueresolved_and_commitcreation,f5_total_terms_jira,f6_total_terms_svn,f7_unique_terms_jira,f8_unique_terms_svn,f9_overlap_terms_compared_to_jira,f10_overlap_terms_to_svn,f11_overlap_terms_to_union,f12_ir_log_and_summary_log_as_query,f13_ir_log_and_summary_summary_as_query,f14_ir_log_and_description_log_as_query,f15_ir_log_and_description_description_as_query,f16_ir_log_and_jira_all_log_as_query,f17_ir_log_and_jira_all_jira_all_as_query,f18_ir_unitname_and_summary_unitname_as_query,f19_ir_unitname_and_summary_summary_as_query,f20_ir_unitname_and_description_unitname_as_query,f21_ir_unitname_and_description_description_as_query,f22_ir_unitname_and_jira_all_unitname_as_query,f23_ir_unitname_and_jira_all_jira_all_as_query,f24_ir_svn_all_and_summary_svn_all_as_query,f25_ir_svn_all_and_summary_summary_as_query,f26_ir_svn_all_and_description_svn_all_as_query,f27_ir_svn_all_and_description_description_as_query,f28_ir_svn_all_and_jira_all_svn_all_as_query,f29_ir_svn_all_and_jira_all_jira_all_as_query,f30_avgidf_svn_all_as_query,f31_maxidf_svn_all_as_query,f32_devidf_svn_all_as_query,f33_avgidf_log_as_query,f34_maxidf_log_as_query,f35_devidf_log_as_query,f36_avgidf_unitname_as_query,f37_maxidf_unitname_as_query,f38_devidf_unitname_as_query,f39_avgidf_jira_all_as_query,f40_maxidf_jira_all_as_query,f41_devidf_jira_all_as_query,f42_avgidf_jira_summary_as_query,f43_maxidf_jira_summary_as_query,f44_devidf_jira_summary_as_query,f45_avgidf_jira_description_as_query,f46_maxidf_jira_description_as_query,f47_devidf_jira_description_as_query,f48_avgictf_svn_all_as_query,f49_maxictf_svn_all_as_query,f50_devictf_svn_all_as_query,f51_avgictf_svn_log_as_query,f52_maxictf_svn_log_as_query,f53_devictf_svn_log_as_query,f54_avgictf_svn_unitname_as_query,f55_maxictf_svn_unitname_as_query,f56_devictf_svn_unitname_as_query,f57_avgictf_jira_all_as_query,f58_maxictf_jira_all_as_query,f59_devictf_jira_all_as_query,f60_avgictf_jira_summary_as_query,f61_maxictf_jira_summary_as_query,f62_devictf_jira_summary_as_query,f63_avgictf_jira_description_as_query,f64_maxictf_jira_description_as_query,f65_devictf_jira_description_as_query,f66_avgentropy_svn_all_as_query,f67_medentropy_svn_all_as_query,f68_maxentropy_svn_all_as_query,f69_deventropy_svn_all_as_query,f70_avgentropy_svn_log_as_query,f71_medentropy_svn_log_as_query,f72_maxentropy_svn_log_as_query,f73_deventropy_svn_log_as_query,f74_avgentropy_svn_unitname_as_query,f75_medentropy_svn_unitname_as_query,f76_maxentropy_svn_unitname_as_query,f77_deventropy_svn_unitname_as_query,f78_avgentropy_jira_all_as_query,f79_medentropy_jira_all_as_query,f80_maxentropy_jira_all_as_query,f81_deventropy_jira_all_as_query,f82_avgentropy_jira_summary_as_query,f83_medentropy_jira_summary_as_query,f84_maxentropy_jira_summary_as_query,f85_deventropy_jira_summary_as_query,f86_avgentropy_jira_description_as_query,f87_medentropy_jira_description_as_query,f88_maxentropy_jira_description_as_query,f89_deventropy_jira_description_as_query,f90_queryscope_svn_all_as_query,f91_queryscope_svn_log_as_query,f92_queryscope_svn_unitname_as_query,f93_queryscope_jira_all_as_query,f94_queryscope_jira_summary_as_query,f95_queryscope_jira_description_as_query,f96_scs_svn_all_as_query,f97_scs_svn_log_as_query,f98_scs_svn_unitname_as_query,f99_scs_jira_all_as_query,f100_scs_jira_summary_as_query,f101_scs_jira_description_as_query,f102_SvnAsQuery_avgSCQ,f103_SvnAsQuery_maxSCQ,f104_SvnAsQuery_sumSCQ,f105_avgscq_svn_log_as_query,f106_maxscq_svn_log_as_query,f107_sumscq_svn_log_as_query,f108_avgscq_svn_unitname_as_query,f109_maxscq_svn_unitname_as_query,f110_sumscq_svn_unitname_as_query,f111_avgscq_jira_all_as_query,f112_maxscq_jira_all_as_query,f113_sumscq_jira_all_as_query,f114_avgscq_jira_summary_as_query,f115_maxscq_jira_summary_as_query,f116_sumscq_jira_summary_as_query,f117_avgscq_jira_description_as_query,f118_maxscq_jira_description_as_query,f119_sumscq_jira_description_as_query,f120_avgpmi_svn_all_as_query,f121_maxpmi_svn_all_as_query,f122_avgpmi_svn_log_as_query,f123_maxpmi_svn_log_as_query,f124_avgpmi_svn_unitname_as_query,f125_maxpmi_svn_unitname_as_query,f126_avgpmi_jira_all_as_query,f127_maxpmi_jira_all_as_query,f128_avgpmi_jira_summary_as_query,f129_maxpmi_jira_summary_as_query,f130_avgpmi_jira_description_as_query,f131_maxpmi_jira_description_as_query
1,103286.78747272491,1436.03546500206,38238.952120661736,83203.4488003254,119.71260976791382,317.01348304748535,1176.6945662498474,94.77277970314026,264.322491645813,172.43041110038757,37.87806987762451,15184.01045703888,1750.9318816661835,424.7764265537262,2049.5973312854767,4251.1064829826355,378.9046416282654,1777.4573485851288,316.6950705051422,184.9806296825409,4.572850227355957,1897.34042263031,89.51409006118774,1222.0771975517273,136.0466730594635,1469.8814988136292,332.0755612850189,752.7724611759186,802.1868414878845,179.1979696750641,2640.6352169513702,117.66422867774963,138.06854963302612,1995.0701271295547,97.90752911567688,151.38882660865784,71.27191019058228,865.5540812015533,529.8264927864075,99.47266054153442,639.4204912185669,2761.099689722061,19.13856029510498,444.55387258529663,816.0575714111328,6.9235100746154785,298.69844603538513,0.0,0.0,0.0,318.378990650177,302.3178811073303,223.56633234024048,20.71464967727661,216.82085132598877,90.67931866645813,80.51822137832642,318.83330965042114,1739.4276504516602,1241.891039609909,234.32003903388977,464.5252273082733,165.30559158325195,597.8955814838409,292.3903110027313,41.51372027397156,304.32273054122925,249.33192014694214,26.344000339508057,189.2545313835144,307.01371240615845,2402.8398394584656,223.61364340782166,27.203219890594482,402.14223885536194,96.18926048278809,0.0,1058.3222389221191,1588.4943714141846,314.1108751296997,148.75541830062866,1114.326180934906,2137.325377225876,119.95840907096863,149.21497213840485,303.92926716804504,1111.6623985767365,471.70370411872864,150.66449999809265,222.6819703578949,1640.9286532402039,102.68171954154968,718.8999321460724,792.9079003334045,776.8937261104584,4549.672974586487,406.3515684604645,13.926369905471802,276.4148733615875,1894.7941689491272,255.8961329460144,23.065670013427734,195.49370050430298,0.0,417.809072971344,337.0494785308838,0.0,407.05027174949646,207.41246843338013,0.0,74.60889911651611,491.0368618965149,0.0,3145.218080997467,1450.7776737213135,0.0,133.8186001777649,653.964259147644,0.0,363.01730847358704,531.9431602954865,166.42263913154602,343.54947805404663,26.84682035446167,282.72583413124084,92.29111003875732,265.6117458343506,372.8076333999634,229.92752861976624,482.33671045303345,30.939749240875244
2,49740.13332474232,3702.952577352524,27156.498177289963,135134.30176258087,469.77051162719727,134.4635088443756,702.0386230945587,514.4424457550049,488.28722524642944,744.8522062301636,48.93982005119324,17805.493292570114,956.7280156612396,953.5763192176819,3093.0260779857635,4702.518265247345,292.58490443229675,473.3692297935486,220.38766074180603,645.2244350910187,307.53537130355835,1457.3193504810333,728.0688745975494,1747.4608608484268,1083.4600563049316,1211.561686038971,616.9485607147217,725.1430778503418,330.64459204673767,111.0171389579773,2121.911854028702,129.3784303665161,145.62150192260742,1591.2441935539246,124.72253131866455,2527.792927503586,217.42828583717346,828.7802727222443,363.95654463768005,1387.6327998638153,626.3014707565308,1287.585691690445,0.0,1905.6318266391754,843.803786277771,26.068599700927734,669.971319437027,0.0,0.0,0.0,288.88960790634155,275.07632648944855,548.0762848854065,7.664960145950317,85.23742985725403,69.17873024940491,31.544870138168335,77.23484969139099,1651.9452002048492,5953.106008172035,183.61090087890625,1205.8113689422607,466.61337399482727,421.9472236633301,411.0359420776367,215.69019842147827,171.67312145233154,300.4448802471161,7.481610059738159,240.03809809684753,379.3057780265808,3664.868327140808,211.17745065689087,142.06767868995667,304.30375242233276,143.13444018363953,29.6421799659729,300.85364031791687,424.6014428138733,303.4043130874634,181.29805946350098,1545.6665668487549,1030.8377647399902,110.28260898590088,133.72062015533447,266.6607882976532,1219.2267010211945,634.7057449817657,595.1474843025208,303.5867745876312,2004.6409476995468,71.27456855773926,175.3181381225586,659.4881460666656,664.686918258667,1072.1316285133362,1109.6005895137787,36.38527011871338,315.46820640563965,999.6775542497635,249.16463661193848,7.7046098709106445,93.09293031692505,0.0,347.767249584198,709.4244176149368,0.0,373.9991557598114,153.3538908958435,0.0,82.58087015151978,378.3794114589691,0.0,2478.4548184871674,1062.4102385044098,0.0,157.44515657424927,2639.49716424942,0.0,221.60255980491638,918.0762884616852,269.87769973278046,524.749760389328,58.76742124557495,71.09289932250977,65.26201963424683,135.42489433288574,299.2875289916992,439.0395851135254,306.41057324409485,7.195970058441162
3,105390.46230316162,2276.0188417434692,38829.19500350952,81060.18024849892,130.78981065750122,239.68338346481323,842.2394618988037,39.059850215911865,183.93418836593628,266.65175104141235,27.30344009399414,12000.07202386856,7118.071990251541,219.33115708827972,2463.53026676178,3103.2449905872345,548.3771722316742,1166.5198073387146,92.90032911300659,62.83164072036743,1563.8612706661224,554.1421229839325,147.97284936904907,1184.9558963775635,59.50910949707031,1328.9968254566193,481.55095171928406,341.0101034641266,344.8347581624985,415.7727298736572,2287.4765598773956,208.35053169727325,191.38784790039062,2706.787979364395,185.7971794605255,339.03301906585693,131.7627408504486,1439.488893032074,245.76123762130737,1.9064799547195435,725.3388236761093,3357.912305831909,20.152099609375,500.2658987045288,655.379519701004,13.49556016921997,893.2419435977936,0.0,0.0,0.0,202.9225286245346,314.24075984954834,415.05162811279297,6.447350025177002,59.21359968185425,124.4462308883667,230.32123565673828,399.2431540489197,1317.6547329425812,2412.599749803543,322.37368512153625,1538.3863370418549,335.61433959007263,67.65834021568298,561.4617236852646,107.858069896698,235.8506088256836,85.01274085044861,87.32602167129517,369.6806080341339,200.36670088768005,2505.50293636322,240.102796792984,164.22992944717407,361.4272549152374,264.1407628059387,152.39958548545837,403.6742317676544,836.5796642303467,91.90552854537964,167.37832832336426,954.7404012680054,1181.3001580238342,2.8592300415039062,373.0095167160034,70.22328066825867,994.5774126052856,31.255101203918457,267.3586733341217,630.1899175643921,2107.364478826523,317.559876203537,237.5457899570465,351.4222197532654,525.3100526332855,2584.551382303238,308.20932126045227,45.54843044281006,449.368310213089,1247.899656534195,762.4836664199829,66.74347996711731,102.86260962486267,0.0,391.45316672325134,304.9725294113159,0.0,345.9276478290558,132.29107081890106,0.0,117.53450012207031,622.1086909770966,0.0,2874.540335893631,1595.7224334478378,0.0,433.92549324035645,1124.4374635219574,0.0,120.88992118835449,421.56033515930176,170.85336101055145,216.60156106948853,103.26344168186188,32.463250160217285,99.4789490699768,328.32849502563477,116.02748823165894,172.00689244270325,423.80486249923706,70.6047477722168
4,28354.278515338898,1918.75679397583,39616.2942494154,139901.4997791052,68.86831998825073,227.4482650756836,1039.7371940612793,169.89207077026367,318.92944288253784,194.44023823738098,32.710009813308716,19753.197236418724,800.2169904708862,1448.5454924106598,2552.6401233673096,5768.41746711731,417.6817078590393,539.1038891077042,50.040459871292114,335.24133229255676,248.52324986457825,2588.9210362434387,471.345591545105,873.6522874832153,249.24411535263062,1243.604126214981,524.1862895488739,972.6199071407318,541.1596071720123,36.26326060295105,4710.502396583557,40.097370624542236,241.50477075576782,1656.1088452339172,255.53677225112915,621.638355255127,128.38377904891968,785.6744246482849,701.847517490387,711.3250122070312,612.3183209896088,2203.877794265747,291.0295374393463,1114.863389492035,1507.806331396103,0.0,540.5290791988373,0.0,0.0,0.0,336.4783219099045,239.56419730186462,431.9175977706909,35.104169845581055,46.42079997062683,72.50864005088806,45.78030037879944,168.98975706100464,1168.405950307846,4403.41614151001,345.4294695854187,1068.377442598343,458.953311920166,211.23471975326538,1076.7665176391602,109.62241840362549,145.73749136924744,795.7996311187744,289.4500141143799,155.77032041549683,524.5719110965729,3521.106395125389,667.4153847694397,48.87398099899292,292.2943012714386,99.77698993682861,107.29415011405945,684.3952989578247,967.1246812343597,492.2808518409729,298.5770664215088,987.526204586029,1672.0935592651367,434.46515226364136,417.35914158821106,277.76038885116577,1430.9429705142975,427.6713967323303,366.0166554450989,318.1648781299591,1665.4293600320816,195.13663172721863,311.09402322769165,1159.0685274600983,771.1113381385803,971.8117551803589,863.2698646783829,30.978589296340942,225.92678952217102,1111.7822751998901,1087.5497012138367,32.368409872055054,119.36882042884827,0.0,323.0607192516327,452.3418266773224,0.0,318.6900517940521,444.73627376556396,0.0,206.14228057861328,584.4787528514862,0.0,3668.372694015503,1208.166309595108,0.0,137.40438890457153,1822.7331206798553,0.0,271.5127823352814,558.258855342865,139.2496473789215,163.62976908683777,19.13997983932495,201.50982856750488,190.1750202178955,1100.4393029212952,234.97520637512207,603.2870800495148,399.9389169216156,16.11050033569336
5,77376.8746521473,2182.4143413305283,35330.35334992409,107121.16482639313,113.02080845832825,100.69894123077393,891.8897471427917,83.89685773849487,102.98571181297302,201.73878622055054,30.468770503997803,12587.05675649643,572.3133177757263,229.41388273239136,2744.1122398376465,7666.303264141083,552.3377729654312,795.0534207820892,187.80329704284668,1071.4123129844666,4.799930095672607,1554.9808902740479,73.05156970024109,2968.503333091736,641.9499988555908,1228.2488265037537,787.7861092090607,457.3285462856293,401.1679275035858,221.28277015686035,2869.16694688797,21.602920293807983,132.9528408050537,2546.635047197342,224.92115712165833,301.23403787612915,52.288851261138916,1104.0482687950134,271.5910210609436,206.21099853515625,559.6897275447845,667.0889639854431,177.7523169517517,1065.8778424263,386.69291734695435,54.45539855957031,606.1725850105286,0.0,0.0,0.0,270.4683313369751,399.4049880504608,363.4465551376343,10.54520034790039,24.755720138549805,56.767658948898315,81.3223888874054,535.2036466598511,1333.1806380748749,3845.087980747223,563.6847133636475,1894.932711839676,244.7046275138855,358.70178294181824,672.0019574165344,129.6001491546631,532.114147901535,202.61096000671387,44.9910192489624,231.19630122184753,296.247967004776,2560.6500449180603,406.08287477493286,39.434030294418335,237.0865969657898,106.30971932411194,147.89736986160278,250.3474292755127,1553.6389129161835,123.66285800933838,923.9035065174103,1091.459391117096,682.1397490501404,81.39679098129272,340.17702889442444,324.46331810951233,899.1119952201843,449.50736451148987,466.3718864917755,191.98971319198608,1774.3758850097656,141.7336070537567,160.37060046195984,88.7936806678772,387.4080066680908,5840.812345504761,929.188276052475,20.31060028076172,299.56944704055786,967.8771300315857,256.07250118255615,68.70759010314941,118.45405912399292,0.0,315.32827258110046,301.2809784412384,0.0,334.6923189163208,311.44725370407104,0.0,68.15769004821777,292.5786101818085,0.0,3292.785919189453,1842.9620335102081,0.0,249.69651222229004,624.8243443965912,0.0,349.43675088882446,308.0852620601654,164.33910965919495,342.22834038734436,265.4250440597534,60.21152901649475,345.5564332008362,431.7724952697754,195.19278264045715,350.4331591129303,622.1254990100861,122.88274049758911
6,61356.96916890144,3397.6215958595276,32719.37879908085,114076.88219869137,441.548907995224,79.82772040367126,382.5661597251892,158.66615891456604,185.05418729782104,380.7526693344116,36.9930899143219,26402.025547027588,510.83497309684753,274.1659288406372,2404.813940048218,4821.877024650574,102.21498107910156,858.4083354473114,63.30808973312378,1983.2029330730438,374.43964529037476,1501.1037247180939,63.887359738349915,1273.4277985095978,503.8969986438751,1016.6720576286316,199.72437715530396,926.0015578269958,566.6813457012177,23.960710525512695,2966.681399822235,88.64275979995728,245.57096457481384,2706.1110718250275,149.83069944381714,685.3649349212646,73.00268983840942,1180.2344086170197,585.1448493003845,200.08176493644714,324.7703709602356,268.2740511894226,235.589599609375,1199.3715014457703,924.3713879585266,16.386449813842773,593.0456948280334,0.0,0.0,0.0,241.90758848190308,257.83051085472107,226.1950433254242,123.2916009426117,52.1006805896759,46.14964962005615,46.44955086708069,163.49867177009583,1542.4363498687744,3111.760156393051,187.79955744743347,305.37710642814636,288.11572074890137,338.2266848087311,922.3440499305725,156.6893708705902,197.91754794120789,295.3552087545395,229.31449604034424,392.39973068237305,429.77430057525635,2131.8507866859436,128.24037146568298,93.96325922012329,237.3823516368866,130.43806982040405,170.66708326339722,198.5486979484558,1302.7649841308594,202.48216080665588,1465.3201808929443,427.8136613368988,977.3982918262482,118.23463034629822,118.65396070480347,255.39815878868103,1499.7056357860565,350.15909481048584,215.8849983215332,259.2028257846832,1794.938233613968,290.22730684280396,294.90847611427307,953.4711225032806,904.3923623561859,4000.0469534397125,490.5336945056915,21.206570148468018,149.94056749343872,1223.0008993148804,598.9816036224365,14.759550094604492,139.95495080947876,0.0,392.9703712463379,540.6075189113617,0.0,209.1099398136139,144.05171823501587,0.0,16.302220106124878,1034.8234226703644,0.0,5336.780821800232,933.0966522693634,0.0,220.48439288139343,811.9722616672516,0.0,385.9245970249176,1173.114996433258,367.1094982624054,250.930508852005,134.21427941322327,96.37629961967468,399.69401574134827,789.1078290939331,132.57049083709717,622.8319482803345,533.9647850990295,137.76040291786194
7,50073.53208088875,2509.0778160095215,46184.93814814091,118895.48494648933,95.51951026916504,296.6599979400635,1052.4095842838287,29.073670148849487,223.68675351142883,159.45038437843323,91.74394011497498,20584.56683588028,1203.4813277721405,467.2093081474304,2148.8584322929382,6198.642207622528,256.0679380893707,579.3413105010986,78.71051073074341,688.381237745285,171.2421691417694,1233.35568857193,135.54064106941223,745.0153925418854,7.89683985710144,1781.2256438732147,248.30391263961792,844.1652593612671,485.357675075531,1088.4804756641388,2714.309352993965,234.34850764274597,163.68745803833008,2616.2271896600723,203.79050850868225,838.440719127655,100.44330024719238,730.0274128913879,197.71956944465637,123.44180011749268,469.8043677806854,1154.2629535198212,73.04263973236084,1052.736689567566,807.3280146121979,6.071589946746826,672.8732604980469,0.0,0.0,0.0,257.8066794872284,325.0771794319153,664.3492996692657,3.518310070037842,94.65305757522583,191.19550561904907,101.26220798492432,214.22768998146057,903.9210367202759,1865.462040424347,209.5775284767151,976.5161237716675,78.05172967910767,497.830281496048,594.8905049562454,211.33132982254028,272.1806528568268,614.342119216919,213.89448046684265,187.9266197681427,680.324206829071,2781.893208384514,302.13606905937195,83.0707802772522,288.06147599220276,475.3626470565796,124.17399024963379,334.06978845596313,2200.595623254776,232.3778166770935,366.8481912612915,1008.1500744819641,2700.7513637542725,82.54627990722656,157.53380942344666,283.0478255748749,754.4639277458191,459.4064586162567,437.09609055519104,138.018807888031,1583.567848443985,357.0220773220062,138.3788504600525,217.3423194885254,359.93358159065247,2444.5969200134277,697.9992961883545,51.29655957221985,76.02798080444336,1095.9274337291718,334.601624250412,33.081300258636475,168.4727704524994,0.0,355.4960858821869,228.65512931346893,0.0,243.68013882637024,59.244940757751465,0.0,98.50925993919373,395.35308837890625,0.0,4110.389142036438,864.7332680225372,0.0,299.6341178417206,2339.0789682865143,0.0,463.92121601104736,893.5198833942413,271.38164925575256,427.2893579006195,49.96404981613159,65.01716899871826,101.15109157562256,1990.1650433540344,326.1998510360718,353.44675731658936,276.7307925224304,0.0
8,68495.90228366852,4057.497029066086,43498.02708923817,103028.29700887203,238.73516464233398,182.9529914855957,1315.0081067085266,87.68046259880066,397.8639557361603,185.6421594619751,73.680260181427,22412.769292473793,498.13726234436035,1205.9538898468018,2353.0364937782288,3205.5968856811523,281.3118579387665,781.2168807983398,109.03561019897461,788.3824830055237,229.92167127132416,1345.0214700698853,139.9630217552185,647.3305158615112,366.7268011569977,850.9528741836548,425.70278787612915,684.0554616451263,611.386801481247,130.62953996658325,3063.8979828357697,70.85932850837708,82.74606013298035,2109.464286327362,158.79599905014038,261.2825939655304,18.976219654083252,912.9605438709259,449.13258385658264,174.58200073242188,515.1397159099579,444.7333416938782,101.38370037078857,580.4225075244904,1093.7993483543396,0.0,413.0571734905243,0.0,0.0,0.0,171.3544533252716,385.2789537906647,261.44503116607666,32.201659202575684,72.28209018707275,271.17849254608154,231.4857313632965,232.54474401474,1255.2632826566696,4029.4683935642242,120.32561993598938,938.6389753818512,233.43800234794617,167.50757217407227,985.8586314916611,202.12229084968567,404.7406804561615,331.9345688819885,103.73833918571472,245.2805573940277,196.2174232006073,3827.344715833664,293.6337220668793,195.3457612991333,277.5459711551666,120.59118342399597,238.58166122436523,93.95052313804626,1349.4081647396088,113.13117909431458,1038.58642578125,1006.6258218288422,107.41827058792114,31.731689929962158,128.69099974632263,577.0319790840149,1606.7052224874496,310.7253770828247,436.16617727279663,477.06382632255554,1247.2029540538788,201.8585329055786,242.4858992099762,905.7318546772003,497.7963020801544,5010.986568450928,590.8661093711853,31.014200687408447,564.682098865509,2115.97864818573,208.62909150123596,75.23977947235107,275.14985060691833,0.0,271.9796850681305,420.50205397605896,0.0,204.7652997970581,164.00565838813782,0.0,88.81051921844482,524.3589482307434,0.0,2902.4451167583466,1380.9399787187576,0.0,219.44471335411072,1218.315682888031,0.0,224.49308896064758,690.6220617294312,168.71161079406738,424.7633447647095,61.80715012550354,85.52863121032715,69.37022924423218,478.8626718521118,55.11928057670593,394.1083650588989,571.764345407486,7.806280136108398
9,104587.22997307777,2540.8652999401093,41786.289996147156,77576.78908348083,74.29450011253357,35.7879102230072,791.8282241821289,42.9165198802948,59.45460891723633,569.5670886039734,44.28582978248596,12633.181215643883,4143.415795683861,479.99279046058655,1992.3443701267242,4685.4386739730835,76.20269107818604,706.988486289978,54.466970682144165,211.66936874389648,1347.9392068386078,1520.3634068965912,192.35563039779663,1091.7290480136871,59.10043954849243,1195.9292187690735,597.8837721347809,1047.8580088615417,568.9784327745438,311.72032356262207,3790.7411761283875,91.3306086063385,68.37031102180481,2363.5058349370956,179.86407017707825,441.30810713768005,78.60379028320312,731.8822425603867,506.8041081428528,50.268489360809326,570.8991551399231,1549.478880405426,7.891599893569946,639.6944975852966,632.6253261566162,9.321370124816895,611.9738292694092,0.0,0.0,0.0,339.09733974933624,509.3438677787781,317.0159487724304,20.061049938201904,76.13005638122559,208.22011303901672,76.52591037750244,115.5862979888916,2340.0872945785522,4329.926130771637,24.069819927215576,1120.2278814315796,222.24392795562744,304.6036100387573,637.2182748317719,216.60388088226318,315.60482907295227,616.2020218372345,74.9012999534607,26.35800004005432,334.75225281715393,2650.2843542099,290.7214307785034,160.23077154159546,420.953706741333,400.84491086006165,2.606610059738159,289.19078278541565,1441.8717155456543,183.95656037330627,447.8920040130615,323.93717908859253,545.6366971731186,62.72830009460449,156.6898500919342,370.72340083122253,719.0788729190826,587.5349833965302,255.93831825256348,51.353179931640625,2010.460930109024,160.50060892105103,304.69736790657043,927.7678470611572,931.2677683830261,3009.85662817955,661.7363440990448,77.23790884017944,322.17229676246643,1766.7099878787994,657.1906909942627,51.8114595413208,113.36436152458191,0.0,72.46342015266418,129.90568947792053,0.0,295.7997696399689,155.88946080207825,0.0,49.616119384765625,447.2068336009979,0.0,2827.625252008438,971.9561126232147,0.0,252.8394227027893,728.4112813472748,0.0,178.01798224449158,591.5334559679031,104.99517822265625,323.61994314193726,130.71924901008606,19.371100187301636,51.570510149002075,843.1890501976013,183.0731303691864,210.15818786621094,426.90464186668396,81.3556022644043
10,72678.58791399002,1916.410784959793,37989.20290386677,105778.50338506699,242.02144646644592,386.68225049972534,1090.8734996318817,57.3780403137207,265.4209871292114,357.14030933380127,90.833251953125,19182.221483945847,1610.7656722068787,186.84839868545532,3859.702188014984,4449.049909830093,180.36957716941833,1243.4920933246613,222.39240670204163,1453.61856174469,46.96113872528076,1565.2593007087708,194.40662050247192,1349.6823041439056,249.02602767944336,1449.4328863620758,502.4324691295624,691.1450650691986,909.8645842075348,350.67806911468506,1085.696875333786,150.78881812095642,120.55637907981873,2113.7453813552856,205.72804164886475,1062.386165380478,97.80989861488342,819.4180061817169,407.0376627445221,0.0,728.9720778465271,562.8091435432434,11.834389686584473,331.5037696361542,428.99927020072937,19.656579971313477,453.0843976736069,0.0,0.0,0.0,333.1101701259613,489.8687082529068,250.2150115966797,91.2581205368042,32.14091968536377,112.39240002632141,44.17864942550659,56.89518904685974,2176.1280603408813,4438.055022597313,392.7927918434143,1065.3522922992706,390.8427486419678,317.76404070854187,580.3583016395569,198.6278259754181,414.80650663375854,105.87732028961182,7.752389907836914,368.2548749446869,203.85506010055542,2548.8466062545776,326.22052347660065,81.00334906578064,278.2842266559601,150.41343760490417,87.41844940185547,884.0361042022705,2068.2098586559296,6.63677978515625,261.4522588253021,1307.0800349712372,1072.0934896469116,30.43536925315857,332.0881690979004,374.5357086658478,799.0702800750732,121.02489185333252,51.21444034576416,161.5101068019867,1625.528700709343,122.8745596408844,371.7678105831146,896.6281952857971,487.55085587501526,5302.495186090469,717.2802284955978,5.570650100708008,453.38096284866333,2275.6894869804382,287.22895979881287,73.45045924186707,113.99879097938538,0.0,385.3796714544296,135.51302993297577,0.0,352.1978793144226,167.1378321647644,0.0,0.0,677.2875556945801,0.0,2167.5202531814575,739.5796328783035,0.0,253.60783052444458,553.6960499286652,0.0,236.56825160980225,925.7693331241608,357.75051069259644,497.851131439209,55.533050775527954,212.1729235649109,131.71212005615234,1083.8453884124756,123.64429926872253,340.6261909008026,613.1294169425964,23.32350993156433
