iter	Logloss
0	0.6563671024
1	0.6185571825
2	0.58336087
3	0.5507583524
4	0.5229439043
5	0.4992081022
6	0.4744921132
7	0.4517435865
8	0.4318372873
9	0.4117243035
10	0.3987705024
11	0.3819914071
12	0.366203965
13	0.3515536295
14	0.3395263982
15	0.3274595717
16	0.3154090079
17	0.3051802709
18	0.2953711826
19	0.2878138217
20	0.2792493801
21	0.2714126255
22	0.2637318473
23	0.2574988709
24	0.2514374775
25	0.2452248612
26	0.2402423937
27	0.2353146459
28	0.2302228713
29	0.2261491247
30	0.2205109303
31	0.2157656613
32	0.2113276626
33	0.2078732985
34	0.2040385195
35	0.1998376304
36	0.1961560984
37	0.1928584261
38	0.1894539446
39	0.1875414288
40	0.1855082453
41	0.1835014227
42	0.1799876509
43	0.1769411814
44	0.1741106648
45	0.1717577473
46	0.1692956483
47	0.167192019
48	0.1653062565
49	0.1633899761
50	0.1611357587
51	0.1588874381
52	0.1570690675
53	0.1546914727
54	0.152744723
55	0.1513221181
56	0.1499312451
57	0.1483602876
58	0.1466777892
59	0.145180508
60	0.1439615465
61	0.142533345
62	0.1405618316
63	0.1388181771
64	0.1368950642
65	0.1357601922
66	0.1343500224
67	0.1327598154
68	0.1313544912
69	0.1300946836
70	0.1288095762
71	0.1276953049
72	0.1263061472
73	0.1251593633
74	0.1244015063
75	0.1234797708
76	0.1224853867
77	0.1213810648
78	0.1205605604
79	0.1197892193
80	0.11852519
81	0.1176335025
82	0.1169189794
83	0.1159923814
84	0.1151972757
85	0.1143823308
86	0.1136894638
87	0.1126793463
88	0.112118494
89	0.1116511531
90	0.1108437468
91	0.1098693358
92	0.1092171781
93	0.1086303216
94	0.1080198452
95	0.1073031629
96	0.1067780488
97	0.1062196911
98	0.1057516794
99	0.1051367668
100	0.1048148114
101	0.1039491919
102	0.1032539942
103	0.1027177348
104	0.1023055437
105	0.1016855312
106	0.100671064
107	0.1000634539
108	0.09931083849
109	0.09862594185
110	0.09807677297
111	0.09753172892
112	0.09693913318
113	0.09663081179
114	0.09621031695
115	0.09559584441
116	0.09505191501
117	0.09444447334
118	0.0938710149
119	0.09336502618
120	0.09300100803
121	0.09234085781
122	0.09202729613
123	0.09174372288
124	0.09124659391
125	0.09097055785
126	0.09040493245
127	0.09009088597
128	0.08953951393
129	0.0890439673
130	0.08850221154
131	0.08815745804
132	0.08794317638
133	0.08733304143
134	0.0865993446
135	0.08607435198
136	0.08574298959
137	0.08536781952
138	0.08486105013
139	0.08439868776
140	0.08373616221
141	0.08334664213
142	0.08307847216
143	0.08278697856
144	0.0824160651
145	0.08216572942
146	0.08187123047
147	0.08163318543
148	0.08128536344
149	0.08097863408
150	0.0806311968
151	0.08037242529
152	0.08003338915
153	0.07969094993
154	0.07926095457
155	0.07900200737
156	0.07874717072
157	0.07834212687
158	0.07796417531
159	0.07770437344
160	0.07754132993
161	0.07727871837
162	0.07708250045
163	0.07690763065
164	0.07661217799
165	0.07623494099
166	0.07595689911
167	0.07579963466
168	0.0753737847
169	0.07518023383
170	0.07491864771
171	0.0745824512
172	0.07416081328
173	0.07396997783
174	0.07374643549
175	0.07351649433
176	0.07324019578
177	0.07300131882
178	0.07275337672
179	0.07254298853
180	0.07234047651
181	0.07207219856
182	0.07192979448
183	0.07167516412
184	0.0714123234
185	0.07117328652
186	0.07093554279
187	0.07072655973
188	0.07044489549
189	0.07023829357
190	0.07002826784
191	0.06969200582
192	0.06937901325
193	0.06909404172
194	0.0687123296
195	0.06852488921
196	0.06818783668
197	0.06801574173
198	0.0677447262
199	0.06751122753
200	0.06713787923
201	0.06681721833
202	0.06657728019
203	0.0663480121
204	0.0660810458
205	0.06590095442
206	0.06574247442
207	0.06548478587
208	0.06524107685
209	0.0650377296
210	0.06488733449
211	0.06476213306
212	0.06447314541
213	0.06408766028
214	0.06385312708
215	0.06372894801
216	0.06359271215
217	0.06327688227
218	0.06307279753
219	0.0627590281
220	0.06260016078
221	0.06233227842
222	0.06216279729
223	0.06200080943
224	0.06185615082
225	0.06173125891
226	0.06150160796
227	0.06129545296
228	0.06117722226
229	0.06093019075
230	0.06068351813
231	0.0603033138
232	0.06013156155
233	0.05998295503
234	0.05964520885
235	0.0594766632
236	0.05930315493
237	0.05919946042
238	0.0590544226
239	0.05896602504
240	0.05879688778
241	0.05861263065
242	0.05847975496
243	0.05825729191
244	0.05804755053
245	0.05786931908
246	0.05772163214
247	0.05758301869
248	0.05743876837
249	0.05720582505
250	0.05710730273
251	0.05690343138
252	0.05672543394
253	0.05655856997
254	0.05644495488
255	0.0563532834
256	0.05621054264
257	0.05602826457
258	0.05586888248
259	0.05566530383
260	0.05550675568
261	0.05539691607
262	0.05522848905
263	0.05501965544
264	0.05478197992
265	0.05456526186
266	0.05438813517
267	0.05424069089
268	0.05413844665
269	0.05402171761
270	0.05395676428
271	0.05381669256
272	0.0537070838
273	0.05361499025
274	0.05349644068
275	0.05324989691
276	0.05313636883
277	0.05296986903
278	0.05281691871
279	0.05267740588
280	0.05260108166
281	0.05251391226
282	0.05236569184
283	0.05224361105
284	0.05205519917
285	0.05189885351
286	0.0517654705
287	0.05159758078
288	0.05138765168
289	0.0512295689
290	0.05109251068
291	0.0510008385
292	0.05094426316
293	0.05079642904
294	0.05056460348
295	0.05044513703
296	0.05030424577
297	0.05020789453
298	0.05008879749
299	0.04990964792
300	0.04968584489
301	0.04955336846
302	0.04939120909
303	0.04920658773
304	0.04916817734
305	0.0490176208
306	0.04886963327
307	0.04880588937
308	0.04858574269
309	0.04842854575
310	0.04834059622
311	0.04819103276
312	0.04803571534
313	0.04794135031
314	0.04785817324
315	0.04776916555
316	0.04761114061
317	0.04738750288
318	0.04718480268
319	0.04701717313
320	0.04689168746
321	0.04677270368
322	0.04657283144
323	0.04650377757
324	0.04643556628
325	0.04636180224
326	0.0463006953
327	0.0462164136
328	0.04612054202
329	0.0460065855
330	0.04593464666
331	0.04570354536
332	0.04561619016
333	0.04550876023
334	0.04535391579
335	0.04516948599
336	0.04499776406
337	0.04491855585
338	0.04479240048
339	0.04467711622
340	0.04445274863
341	0.04430005239
342	0.04422927649
343	0.04415534768
344	0.04403780553
345	0.04394482222
346	0.04381201315
347	0.04376492361
348	0.04367738787
349	0.04360274048
350	0.04341494724
351	0.04332512032
352	0.04326685231
353	0.04320842409
354	0.04306531783
355	0.04303506664
356	0.04295652308
357	0.04280075225
358	0.04272997936
359	0.042642251
360	0.04245035575
361	0.04225038368
362	0.04210936592
363	0.04204712736
364	0.0419673012
365	0.04191569258
366	0.04174954832
367	0.0416971115
368	0.04164544385
369	0.04159982883
370	0.04146596686
371	0.04131447847
372	0.04121112973
373	0.04113205161
374	0.04104757919
375	0.04092445369
376	0.04085650085
377	0.04076063419
378	0.04070526711
379	0.04067216094
380	0.04055666112
381	0.04037083176
382	0.04024315644
383	0.0401856039
384	0.0400986033
385	0.04005588729
386	0.03994991574
387	0.03978499092
388	0.03970444327
389	0.03968562499
390	0.03963637747
391	0.03956874125
392	0.03946814021
393	0.03938134038
394	0.0393263876
395	0.03920465593
396	0.0390736492
397	0.03900505219
398	0.0389513342
399	0.03886785884
400	0.03884181186
401	0.03867926242
402	0.03862931068
403	0.03841028877
404	0.03838544395
405	0.0383336834
406	0.03811433702
407	0.0380000876
408	0.03796948267
409	0.0378834644
410	0.0378371817
411	0.03770677662
412	0.03764046273
413	0.03757242988
414	0.03749204897
415	0.03739739007
416	0.03736386479
417	0.03723057877
418	0.03716136228
419	0.03701892397
420	0.03697204412
421	0.03686028399
422	0.03677574722
423	0.03666707247
424	0.03650528787
425	0.0364174768
426	0.0363463756
427	0.03629448474
428	0.03622392384
429	0.03605482187
430	0.03602730631
431	0.03592201967
432	0.03587376129
433	0.03579787643
434	0.03567187002
435	0.03557313045
436	0.03542377818
437	0.03527910081
438	0.03525392123
439	0.03515195288
440	0.0351061193
441	0.03507161493
442	0.03495397461
443	0.03490501153
444	0.0348599855
445	0.03479802507
446	0.03475846425
447	0.03474082039
448	0.03465682326
449	0.03460266377
450	0.03451694961
451	0.03447980974
452	0.03437146709
453	0.03420905408
454	0.03413772887
455	0.03407383015
456	0.03405583198
457	0.03395700229
458	0.03384550837
459	0.03369807508
460	0.03367221825
461	0.03362701239
462	0.03355400103
463	0.03348548614
464	0.03343519264
465	0.03340012788
466	0.03335226698
467	0.03331274124
468	0.03318704415
469	0.03315813463
470	0.03310670084
471	0.03306700862
472	0.03301222918
473	0.0328696179
474	0.0328310238
475	0.03275345896
476	0.03266469079
477	0.03252376256
478	0.03243240225
479	0.03234404321
480	0.03229697499
481	0.03217909767
482	0.03209029899
483	0.03206710466
484	0.03205216645
485	0.03201209089
486	0.03199088107
487	0.03189077859
488	0.03181508168
489	0.03179253839
490	0.03176604481
491	0.03168183766
492	0.03159756442
493	0.03156726199
494	0.03149349867
495	0.0314326627
496	0.03142073179
497	0.03138957478
498	0.03129835974
499	0.03127875516
500	0.03118258013
501	0.03113285202
502	0.0310821597
503	0.03096072463
504	0.03085910182
505	0.03080875418
506	0.03077175007
507	0.03065945416
508	0.03064671294
509	0.03059189011
510	0.03043273592
511	0.03037447698
512	0.03035096228
513	0.03025592974
514	0.03018881185
515	0.03010731321
516	0.03006232538
517	0.02999515537
518	0.02996962535
519	0.02991244616
520	0.02989272924
521	0.02978478646
522	0.02974761544
523	0.02970330526
524	0.02969552253
525	0.02961970449
526	0.02950842158
527	0.02947380901
528	0.02936894481
529	0.02932336911
530	0.02930152763
531	0.02920338411
532	0.02917073517
533	0.02912580012
534	0.02904259756
535	0.02901126578
536	0.02893396567
537	0.02885607229
538	0.02883946063
539	0.02882834942
540	0.02876450367
541	0.02875387002
542	0.0286756593
543	0.02860629642
544	0.02853350407
545	0.02843075475
546	0.02836702067
547	0.02830237523
548	0.02823627725
549	0.02813430761
550	0.02810206811
551	0.02796419639
552	0.02786368118
553	0.02779907528
554	0.02775113618
555	0.02769236959
556	0.02762858299
557	0.02759539
558	0.02756642206
559	0.02747480144
560	0.02745864524
561	0.02743200113
562	0.02736300725
563	0.0272761274
564	0.02722317172
565	0.02715536158
566	0.02703061683
567	0.02696894664
568	0.02690168444
569	0.02684416973
570	0.02680800138
571	0.02679282041
572	0.02672889965
573	0.02664749974
574	0.02662411064
575	0.02654829952
576	0.0264445893
577	0.02638621005
578	0.02631671208
579	0.02630238359
580	0.02626780423
581	0.02622878995
582	0.02618034772
583	0.02614274481
584	0.02609055387
585	0.02602275001
586	0.02597223185
587	0.0259445813
588	0.02589665853
589	0.02586818371
590	0.02579053217
591	0.02572619462
592	0.02568455978
593	0.02564308012
594	0.02561737032
595	0.02556600231
596	0.02551444594
597	0.02548295922
598	0.02542207413
599	0.02539182971
600	0.02536880974
601	0.02530999119
602	0.02527877987
603	0.0252307838
604	0.02513393223
605	0.02507074526
606	0.02501225268
607	0.0249639964
608	0.02493817963
609	0.02486616947
610	0.02477515258
